,id
1434,9405
1435,12723
1436,9360
1437,9434
1438,118991
1439,21626
1440,13982
1441,93946
1442,77223
1443,31465
1444,12793
1445,102878
1446,105763
1447,9611
1448,47694
1449,10357
1450,9977
1451,816
1452,2163
1453,124680
1454,16399
1455,124843
1456,31017
1457,24645
1458,49478
1459,12499
1460,18
1461,68545
1462,1811
1463,109614
1464,60082
1465,105045
1466,53023
1467,64802
1468,11239
1469,50850
1470,15321
1471,2058
1472,9450
1473,125021
1474,330
1475,38523
1476,16375
1477,33660
1478,59232
1479,45671
1480,17770
1481,15170
1482,1701
1483,201445
1484,26422
1485,124642
1486,1639
1487,49235
1488,106129
1489,291634
1490,107743
1491,415
1492,47686
1493,65889
1494,11103
1495,11970
1496,34941
1497,407992
1498,8874
1499,17991
1500,11956
1501,266
1502,754
1503,37567
1504,43771
1505,124834
1506,249358
1507,111367
1508,607
1509,18080
1510,38225
1511,17834
1512,686
1513,65046
1514,4421
1515,9387
1516,10603
1517,2142
1518,8413
1519,10336
1520,20737
1521,9413
1522,14585
1523,18519
1524,49462
1525,8834
1526,9458
1527,8854
1528,38295
1529,22073
1530,37244
1531,4961
1532,9416
1533,26180
1534,17832
1535,9772
1536,6072
1537,1669
1538,468
1539,32519
1540,108401
1541,10806
1542,9433
1543,6623
1544,2118
1545,978
1546,9437
1547,29461
1548,56651
1549,10351
1550,66588
1551,2649
1552,14289
1553,10155
1554,75250
1555,20457
1556,18355
1557,33657
1558,55306
1559,68924
1560,36434
1561,2255
1562,28353
1563,9427
1564,172545
1565,17589
1566,3597
1567,1813
1568,36797
1569,12628
1570,33344
1571,25099
1572,45019
1573,63437
1574,62422
1575,782
1576,29911
1577,9827
1578,1959
1579,251481
1580,8067
1581,125052
1582,45153
1583,10871
1584,14398
1585,10890
1586,99002
1587,1281
1588,32332
1589,9770
1590,12616
1591,34838
1592,14905
1593,14583
1594,11975
1595,4995
1596,9281
1597,45928
1598,563
1599,61337
1600,19931
1601,31535
1602,10215
1603,9823
1604,37165
1605,45609
1606,38904
1607,45565
1608,9407
1609,4824
1610,9444
1611,9414
1612,8078
1613,29938
1614,11831
1615,2895
1616,39177
1617,19601
1618,124606
1619,42832
1620,22797
1621,2639
1622,9574
1623,10371
1624,489
1625,167738
1626,293820
1627,9714
1628,102406
1629,170430
1630,8197
1631,6283
1632,279698
1633,49728
1634,64562
1635,4233
1636,191874
1637,10217
1638,438108
1639,597
1640,714
1641,52537
1642,12799
1643,62394
1644,9922
1645,547
1646,25994
1647,184
1648,9746
1649,9438
1650,115
1651,26941
1652,27103
1653,9410
1654,32302
1655,216794
1656,88863
1657,154821
1658,41417
1659,12538
1660,586
1661,2666
1662,46338
1663,54007
1664,11258
1665,9490
1666,9411
1667,25719
1668,9033
1669,11220
1670,21253
1671,6116
1672,9457
1673,281289
1674,43911
1675,39424
1676,44361
1677,11702
1678,2923
1679,12238
1680,11568
1681,41577
1682,66894
1683,11003
1684,10153
1685,49645
1686,47112
1687,102732
1688,30949
1689,2898
1690,9558
1691,83593
1692,320011
1693,26269
1694,11808
1695,6970
1696,47452
1697,18205
1698,36943
1699,21736
1700,17941
1701,10668
1702,9313
1703,42807
1704,617
1705,36568
1706,37272
1707,5910
1708,9440
1709,53092
1710,32911
1711,44308
1712,124821
1713,32456
1714,93350
1715,62695
1716,32144
1717,17127
1718,40688
1719,17133
1720,19848
1721,17644
1722,1774
1723,30265
1724,2157
1725,70581
1726,8838
1727,29193
1728,795
1729,16980
1730,27472
1731,47881
1732,9469
1733,12488
1734,98499
1735,81367
1736,267
1737,16148
1738,21252
1739,73135
1740,9449
1741,6264
1742,90414
1743,188870
1744,215373
1745,78149
1746,15513
1747,31220
1748,13907
1749,29825
1750,10622
1751,30020
1752,17139
1753,34582
1754,10216
1755,9771
1756,24560
1757,76330
1758,9448
1759,38618
1760,18316
1761,78373
1762,77514
1763,49474
1764,4415
1765,39467
1766,55561
1767,8656
1768,209345
1769,58680
1770,35161
1771,35796
1772,18937
1773,929
1774,9452
1775,1878
1776,9844
1777,40505
1778,14342
1779,9715
1780,26610
1781,20064
1782,40961
1783,1965
1784,312
1785,6068
1786,15037
1787,50043
1788,37636
1789,17044
1790,60951
1791,21334
1792,416437
1793,32284
1794,51955
1795,37410
1796,47481
1797,53765
1798,10674
1799,136134
1800,846
1801,12655
1802,3050
1803,1389
1804,11020
1805,20862
1806,108548
1807,9464
1808,95
1809,944
1810,35680
1811,11551
1812,473
1813,102304
1814,544
1815,10513
1816,28966
1817,65203
1818,143
1819,42861
1820,33680
1821,56164
1822,12311
1823,43277
1824,43278
1825,34106
1826,43266
1827,27367
1828,17661
1829,28580
1830,887
1831,33667
1832,23383
1833,25430
1834,27191
1835,11426
1836,654
1837,15919
1838,1725
1839,5769
1840,874
1841,10633
1842,17917
1843,3116
1844,1051
1845,1366
1846,12102
1847,16619
1848,9443
1849,11050
1850,606
1851,746
1852,380
1853,403
1854,11485
1855,466
1856,13820
1857,15389
1858,13597
1859,2108
1860,10014
1861,10072
1862,10131
1863,10160
1864,11284
1865,4488
1866,9725
1867,9728
1868,9730
1869,9731
1870,10225
1871,10281
1872,10283
1873,948
1874,11281
1875,10676
1876,11357
1877,11361
1878,36599
1879,39929
1880,41828
1881,41769
1882,10585
1883,11186
1884,11187
1885,609
1886,11133
1887,10306
1888,9552
1889,11586
1890,11587
1891,941
1892,942
1893,943
1894,927
1895,928
1896,9340
1897,9342
1898,38509
1899,60033
1900,12101
1901,19
1902,165
1903,196
1904,551
1905,16084
1906,17984
1907,22328
1908,32611
1909,3170
1910,346
1911,859
1912,841
1913,11051
1914,242
1915,1411
1916,9769
1917,9424
1918,9835
1919,857
1920,17539
1921,44322
1922,22777
1923,20173
1924,10957
1925,9570
1926,16249
1927,13962
1928,14612
1929,19378
1930,65157
1931,29228
1932,19379
1933,11164
1934,18887
1935,40866
1936,24736
1937,10122
1938,24816
1939,9994
1940,25445
1941,12129
1942,14140
1943,10439
1944,11158
1945,9354
1946,28736
1947,34774
1948,37969
1949,9631
1950,9820
1951,14013
1952,36606
1953,96196
1954,98505
1955,1779
1956,10849
1957,678
1958,907
1959,5961
1960,47908
1961,42121
1962,2887
1963,11974
1964,20348
1965,26648
1966,11911
1967,793
1968,35144
1969,9325
1970,43037
1971,10340
1972,10144
1973,10414
1974,10437
1975,15300
1976,12230
1977,13380
1978,10693
1979,11335
1980,11135
1981,11319
1982,14822
1983,15969
1984,13155
1985,10249
1986,15943
1987,10882
1988,24808
1989,19762
1990,13850
1991,2619
1992,65158
1993,53565
1994,41841
1995,27332
1996,97
1997,10419
1998,11675
1999,2107
2000,6471
2001,9442
2002,11591
2003,13697
2004,19158
2005,227
2006,87
2007,123
2008,9314
2009,11336
2010,9980
2011,10657
2012,10489
2013,10823
2014,11497
2015,2907
2016,9454
2017,8688
2018,118452
2019,16155
2020,48894
2021,23954
2022,12761
2023,396
2024,14367
2025,11814
2026,16081
2027,18331
2028,15171
2029,11837
2030,11704
2031,11639
2032,4978
2033,10380
2034,11976
2035,15144
2036,11522
2037,11557
2038,13853
2039,11415
2040,37530
2041,8393
2042,11937
2043,21661
2044,9320
2045,33644
2046,14662
2047,125124
2048,115872
2049,39930
2050,10692
2051,805
2052,34584
2053,34636
2054,2182
2055,28070
2056,77469
2057,10278
2058,36647
2059,17915
2060,14557
2061,9417
2062,41469
2063,19381
2064,34637
2065,4011
2066,161795
2067,1580
2068,5854
2069,573
2070,2370
2071,5780
2072,506
2073,22527
2074,574
2075,11219
2076,30159
2077,845
2078,1978
2079,3682
2080,51942
2081,46702
2082,54795
2083,46748
2084,847
2085,117
2086,14577
2087,37498
2088,38621
2089,59138
2090,28047
2091,4175
2092,31667
2093,13321
2094,21734
2095,31997
2096,24197
2097,11462
2098,31995
2099,940
2100,2762
2101,12684
2102,2761
2103,8208
2104,52907
2105,15007
2106,36049
2107,52748
2108,75793
2109,47695
2110,31930
2111,20213
2112,543
2113,36054
2114,143750
2115,52782
2116,36055
2117,36056
2118,2760
2119,64398
2120,10220
2121,431
2122,31641
2123,223318
2124,69848
2125,22796
2126,22256
2127,37550
2128,37916
2129,21873
2130,21500
2131,84116
2132,12626
2133,37818
2134,3525
2135,129628
2136,2321
2137,2028
2138,16384
2139,91217
2140,77314
2141,10699
2142,11597
2143,218624
2144,47947
2145,48311
2146,44772
2147,14347
2148,41090
2149,18282
2150,18169
2151,11082
2152,5971
2153,11933
2154,20096
2155,30815
2156,881
2157,4478
2158,22318
2159,53113
2160,2109
2161,122289
2162,24746
2163,72987
2164,193103
2165,8195
2166,9877
2167,26618
2168,21132
2169,11855
2170,24016
2171,14785
2172,14794
2173,3486
2174,11071
2175,1091
2176,10403
2177,11337
2178,162
2179,25723
2180,73351
2181,8916
2182,28134
2183,9429
2184,12159
2185,27791
2186,43106
2187,30197
2188,10156
2189,10377
2190,3121
2191,4975
2192,37532
2193,9713
2194,134368
2195,85837
2196,1039
2197,9821
2198,4437
2199,1890
2200,1955
2201,39437
2202,11932
2203,6435
2204,108316
2205,10683
2206,63709
2207,9445
2208,2657
2209,9425
2210,32326
2211,637
2212,8675
2213,125762
2214,20701
2215,9945
2216,73
2217,18603
2218,46889
2219,12888
2220,3033
2221,9882
2222,10663
2223,4518
2224,1808
2225,3600
2226,17037
2227,297
2228,5332
2229,21589
2230,8336
2231,11893
2232,123056
2233,12223
2234,32081
2235,14924
2236,10002
2237,41817
2238,19426
2239,12560
2240,9798
2241,14444
2242,9487
2243,9466
2244,666
2245,2042
2246,10162
2247,309
2248,692
2249,24018
2250,1678
2251,39256
2252,1680
2253,244
2254,10730
2255,31947
2256,8130
2257,11532
2258,9749
2259,14628
2260,9626
2261,13698
2262,10466
2263,707
2264,11954
2265,9336
2266,10157
2267,12118
2268,10587
2269,11825
2270,11895
2271,9447
2272,12257
2273,37536
2274,10029
2275,27104
2276,11252
2277,8545
2278,10223
2279,9745
2280,200
2281,9837
2282,11545
2283,1934
2284,110643
2285,11881
2286,13764
2287,24951
2288,8879
2289,1369
2290,1368
2291,1370
2292,10303
2293,9326
2294,10328
2295,11285
2296,1367
2297,1371
2298,1374
2299,1375
2300,15196
2301,11904
2302,215875
2303,15596
2304,13818
2305,29968
2306,44326
2307,1885
2308,8856
2309,10495
2310,5825
2311,9489
2312,16885
2313,76857
2314,8741
2315,9276
2316,9822
2317,39314
2318,10312
2319,9441
2320,9422
2321,125582
2322,24525
2323,10368
2324,11365
2325,140897
2326,31662
2327,36136
2328,1363
2329,46992
2330,825
2331,22913
2332,15556
2333,28902
2334,14709
2335,9423
2336,14443
2337,10658
2338,6917
2339,40729
2340,24086
2341,11815
2342,9426
2343,10344
2344,15698
2345,2620
2346,30497
2347,16337
2348,25018
2349,16780
2350,12151
2351,25438
2352,33278
2353,274253
2354,192
2355,10945
2356,10013
2357,9671
2358,9396
2359,11038
2360,12278
2361,11873
2362,18588
2363,10015
2364,12715
2365,8388
2366,45712
2367,6187
2368,8129
2369,1618
2370,10722
2371,296543
2372,10314
2373,125548
2374,47139
2375,11167
2376,170187
2377,2112
2378,16172
2379,111794
2380,9524
2381,20595
2382,16306
2383,11622
2384,10207
2385,9849
2386,82865
2387,18892
2388,13466
2389,1542
2390,43978
2391,15256
2392,8224
2393,18417
2394,12479
2395,15031
2396,15209
2397,26425
2398,1847
2399,42113
2400,8913
2401,10906
2402,25748
2403,25749
2404,8769
2405,14742
2406,15856
2407,10671
2408,27932
2409,7227
2410,10670
2411,5919
2412,33518
2413,40160
2414,2362
2415,10803
2416,871
2417,1685
2418,1705
2419,1688
2420,1687
2421,166680
2422,11123
2423,29723
2424,31638
2425,113286
2426,9535
2427,9455
2428,796
2429,100
2430,47501
2431,77936
2432,84586
2433,30943
2434,107946
2435,7341
2436,10350
2437,11772
2438,9540
2439,31503
2440,11773
2441,30202
2442,22345
2443,53685
2444,1567
2445,1641
2446,47288
2447,10212
2448,10354
2449,11526
2450,8583
2451,123728
2452,16520
2453,16508
2454,11374
2455,16379
2456,125123
2457,28029
2458,603
2459,4951
2460,65749
2461,8970
2462,9840
2463,186705
2464,30950
2465,70687
2466,11660
2467,9430
2468,11355
2469,18764
2470,9465
2471,27455
2472,1414
2473,49981
2474,6522
2475,114719
2476,10209
2477,25512
2478,143299
2479,22826
2480,1902
2481,445590
2482,6396
2483,39964
2484,12596
2485,9451
2486,1946
2487,89522
2488,42230
2489,139445
2490,74140
2491,1844
2492,6552
2493,24584
2494,213985
2495,25471
2496,4154
2497,28519
2498,3309
2499,18462
2500,28941
2501,18252
2502,8592
2503,564
2504,13852
2505,140519
2506,25232
2507,33194
2508,10210
2509,53862
2510,17962
2511,9460
2512,4927
2513,122190
2514,1893
2515,31342
2516,44297
2517,95627
2518,8785
2519,15849
2520,18990
2521,29242
2522,29243
2523,31498
2524,29239
2525,15660
2526,1924
2527,8536
2528,9531
2529,11411
2530,138
2531,30793
2532,3103
2533,3035
2534,3077
2535,3074
2536,3076
2537,3079
2538,32023
2539,13666
2540,29794
2541,9077
2542,36685
2543,43391
2544,30168
2545,10785
2546,19483
2547,8974
2548,29959
2549,11549
2550,18158
